id,Type,Region,tags.power,tags.voltage,tags.name,tags.circuits,tags.frequency,tags.source,x1,y1,x2,y2,DC,status,notes
16,way,ID,line,275000,Arun - Pangkalan Susu,3,50,ESDM 2020,97.0884352999998,5.2144404,98.2555398115257,4.11927260385779,FALSE,Construction,
17,way,ID,line,500000,Galang - Rantau Prapat,3,50,ESDM 2020,98.8665821516971,3.44795365128538,99.8083974380356,2.11241188108619,FALSE,Construction,
18,way,ID,line,150000,Rantau Prapat - Labuhan Bilik,3,50,ESDM 2020,98.8665821516971,3.44795365128538,100.162483158102,2.45443924073209,FALSE,Construction,
19,way,ID,line,275000,Rantau Prapat - Sarulla,3,50,ESDM 2020,99.8083974380356,2.11241188108619,99.0754634853452,1.82829845495932,FALSE,Construction,
20,way,ID,line,500000,Rantau Prapat - Perawang,3,50,ESDM 2020,99.8083974380356,2.11241188108619,101.5508389,0.659294599999982,FALSE,Construction,
21,way,ID,line,275000,Payakumbuh - Kiliranjao extension,3,50,ESDM 2020,101.0155696,-0.753668300000015,101.361848099999,-0.883436399999986,FALSE,Existing,
22,way,ID,line,150000,Sungai Rumbai - Muaro Labuh,3,50,ESDM 2020,101.711328941536,-1.2165081983202,101.146163246842,-1.60149873640472,FALSE,Existing,
23,way,ID,line,150000,Sarotangun - Muara Rupit,3,50,ESDM 2020,102.746113997102,-2.3289080977542,102.906236277661,-2.67970612192475,FALSE,Existing,
24,way,ID,line,500000,New Aurduri - Muara Enim,3,50,ESDM 2020,103.5402534,-1.69020239999997,103.797270749999,-3.7305247,FALSE,Existing,
25,way,ID,line,275000,Lumut Balai - Muara Enim,3,50,ESDM 2020,103.6058098,-4.03891550000001,103.797270749999,-3.7305247,FALSE,Existing,
26,way,ID,line,275000,Muara Enim - Gumawang,3,50,ESDM 2020,103.797270749999,-3.7305247,104.7832981,-4.05471040000001,FALSE,Existing,
27,way,ID,line,150000,Mana - Bintuhan,3,50,ESDM 2020,102.933431633641,-4.41363774641939,103.353964857375,-4.79344062663977,FALSE,Existing,
28,way,ID,line,275000,Gumawang - Lampung 1,3,50,ESDM 2020,104.7832981,-4.05471040000001,105.326028,-5.1498233,FALSE,Existing,
29,way,ID,line,150000,Liwa - Krui,3,50,ESDM 2020,104.166736,-5.0188356,103.932079468214,-5.18920826277628,FALSE,Existing,
30,way,ID,line,150000,Pagelaran - Gendongtataan,3,50,ESDM 2020,104.930870893506,-5.36931728127921,105.062025533128,-5.40102643790761,FALSE,Existing,
31,way,ID,line,150000,Gendongtataan - Teluk Ratai,3,50,ESDM 2020,105.062025533128,-5.40102643790761,105.111994619367,-5.60199175109212,FALSE,Existing,
32,way,ID,line,150000,Batam extension,3,50,ESDM 2020,104.133219099999,1.04514520000002,104.227147399999,1.0230555,FALSE,Existing,
33,way,ID,line,150000,Meulaboh - Calang,3,50,ESDM 2020,96.1115341470823,4.17222349771659,95.5975205402099,4.64998398765558,FALSE,Construction,Substation - Power plant as a surrogate
34,way,ID,line,150000,Takengon - Blangkejeren,3,50,ESDM 2020,96.8128887999998,4.61935340000001,97.2995731033092,4.01689041924765,FALSE,Construction,Substation - Power plant as a surrogate
35,way,ID,line,150000,Blangpidie - Tapak Tuan,3,50,ESDM 2020,97.0780028999999,3.4318215,97.1306269079555,3.32228198984796,FALSE,Construction,Substation - Substation node
36,way,ID,line,150000,Tapak Tuan - Sublussalam,3,50,ESDM 2020,97.1306269079555,3.32228198984796,98.0309325921495,2.6323585711219,FALSE,Construction,Substation - Substation node
37,way,ID,line,150000,Sidikalang - PT. DPM,3,50,ESDM 2020,98.3391197847996,2.7357530258553,98.0789956759672,2.86582067644258,FALSE,Construction,
38,way,ID,line,150000,Pematang Siantar - Tanah Jawa,3,50,ESDM 2020,99.1052061550261,2.96485663661685,99.1709923887185,2.80072417125107,FALSE,Construction,
39,way,ID,line,150000,Dumai - Bagan Siapi-api,3,50,ESDM 2020,101.070034499999,1.6036689,100.976747299999,1.84630619999995,FALSE,Construction,
40,way,ID,line,150000,Dumai - Bagan Siapi-api 2,3,50,ESDM 2020,100.948916699999,1.880749,100.931836399999,1.91693889999995,FALSE,Construction,
41,way,ID,line,150000,Dumai - Bagan Siapi-api 3,3,50,ESDM 2020,100.921912199999,1.93380589999995,100.906516299999,1.95311739999995,FALSE,Construction,
42,way,ID,line,150000,Dumai - Bagan Siapi-api 4,3,50,ESDM 2020,100.901001699999,2.00334669999995,100.862321078142,2.06676717042442,FALSE,Construction,
43,way,ID,line,151000,Dumai - Pakning,3,50,ESDM 2020,101.6144385,1.6357732,102.156616229842,1.35999143974465,FALSE,Construction,
44,way,ID,line,152000,Pakning - Siak,3,50,ESDM 2020,102.156616229842,1.35999143974465,101.9958674583,0.783593659234661,FALSE,Construction,
45,way,ID,line,153000,Siak - Selat Panjang,3,50,ESDM 2020,101.9958674583,0.783593659234661,102.714678025171,1.01092661499501,FALSE,Construction,
46,way,ID,line,154000,Selat Panjang - Tanjungsamak,3,50,ESDM 2020,102.714678025171,1.01092661499501,103.081714600348,0.8342630440039,FALSE,Construction,
47,way,ID,line,155000,Tanjungsamak - Tanjung Balai Karimun,3,50,ESDM 2020,103.081714600348,0.8342630440039,103.427752034446,1.00769306709032,FALSE,Construction,
48,way,ID,line,156000,Siak - Pekanbaru,3,50,ESDM 2020,101.9958674583,0.783593659234661,101.550388599999,0.6606,FALSE,Construction,
49,way,ID,line,150000,Pekanbaru - Rengat,3,50,ESDM 2020,102.0454701,0.189753700000045,102.0897558,0.069182800000045,FALSE,Existing,
50,way,ID,line,150000,Pekanbaru - Rengat 2,3,50,ESDM 2020,102.1163685,-0.080968,102.2129137,-0.181088799999955,FALSE,Existing,
51,way,ID,line,150000,Pekanbaru - Rengat 3,3,50,ESDM 2020,101.8157563,0.394039,102.2504777,-0.361738399999955,FALSE,Existing,
